国家（中文）,国家（英文）,公司名称,@type,foundingDate,numberOfEmployees,name,description,json_url
阿联酋,United Arab Emirates,Fortune Controls and Automation Co LLC,Organization,,,Fortune Controls and Automation Co LLC,Fortune Controls & Automation (FCA) is an independent organization offering a wide range of Electrical and Instrumentation services for upstream Oil & Gas industries. FCA provides a range of services  mainly design and build E&I systems for Oil & Gas facilities with a range of services to provide a total solutions approach to meeting customers’ needs across the full cycle of Oil & Gas assets.,www.fortunecontrols.com
阿联酋,United Arab Emirates,Fortune Engineering & Energy Services,Organization,2006.0,,Fortune Engineering & Energy Services,Fortune Engineering & Energy Services LLC is specialized company actively engaged in Feasibility Study  Conceptual Design  Front End Engineering and Design (FEED)  Engineering  Procurement  Installation and Commissioning (EPIC) of Process  Mechanical  Electrical  Instrumentation  Control and Telecom Systems with highly successful track record as a major supplier of products and services to the regional and international Oil & Gas  Marine  Petrochemical  Utility companies  Engineering Consultants and major EPC contractors. Our facility includes integrated offices for bids/proposals  design  engineering and execution of projects  in addition to specialized construction  commissioning and maintenance teams. We have a full-fledged workshop facility for electrical & automation panel integration and valve actuation.  Our business is heading on a fast track and we relish the international reputation for delivering every project and services with high standards of commitment  quality  safety and reliability. We have successfully completed several projects for many of the pioneering clients worldwide.  To date we have carried out projects for ADNOC  ExxonMobil  AET  Oxy  Shell  KSS  SBM Offshore  Prosafe Production/ BW Offshore  Dubai Petroleum  Saipem  Petrofac  Exterran/ Belleli  Saudi Aramco  Worley Parsons  Weatherford  Total E&P  DNO Yemen  Dragon Oil  Qatar Petroleum  and Septa Energy Nigeria.  We have JV partners/ representative offices in Canada  USA  UK  Nigeria  Yemen  Kazakhstan  Saudi Arabia  Malaysia  and Singapore.,
阿联酋,United Arab Emirates,Fortune Oilfield,Organization,2012.0,11-50,Fortune Oilfield,Fortune Oilfield Established since 2012 in UAE is a stockiest & one stop shop for the Oil & Gas Industry.  We have been providing support to Drilling Contractors  Oil Companies  Engineering Divisions  Defense & Marine Sector. Fortune has expanded to establish strengths in service sector focusing on Fabrication  Wooden Packing  Preservative Chemicals  Cable Drums  Shrink Wrapping  Anti-Corrosion Packing  Specialized Cleaning Services which include Rig Cleaning  Galley & Crude Oil. Our knowledge and experience of more than 20 years in the Oil & Gas industry has helped to expand our network of Offices in KSA  Oman  Bahrain  USA & India.  Fortune Oilfield represents several reputed American and European manufacturers and are in the process of diversifying further. Representation of world-renowned brands ensures the highest standards of product quality to our customers. Our strength is we are an organization of experienced professionals from the industry. We are quality driven and to emphasis our quality  we are accredited with ISO. We strictly follow the standards of ISO to maintain the quality and performance of operation and to make sure the customer satisfaction.  Fortune is proud member of IADC,
阿联酋,United Arab Emirates,Fox-Davies Capital Limited,Organization,2018.0,11-50,Fox-Davies Capital Limited,With offices in London (UK) and Dubai (UAE)  Fox-Davies Capital works with corporate clients and institutional investors located around the world.    Fox-Davies Capital s team of experienced finance professionals possesses valuable hands-on industry experience  a wealth of relationships and successful track records.    Our philosophy is to identify quality companies with whom we want to work  and provide them with best in class services to help them meet their corporate and funding goals to the benefit of all stakeholders.,
阿联酋,United Arab Emirates,Fujairah Asia Power Company-FAPCO,Organization,2007.0,,Fujairah Asia Power Company-FAPCO,At Fujairah Asia Power Company FAPCO our business is to generate power and water for the United Arab Emirates through a safe  reliable and responsible operation  whilst ensuring that we are environmentally compliant and meeting our social obligations. We strive to continually deliver results for our stakeholders. Our asset is certified to international standards for Health  safety and the Environment.  Our people are integral to what we do  their commitment to meet the needs of the business and deliver our obligations to stakeholders  is enabling us to ensure we exceed expectations. We have a high performing team of professional international staff  whilst also having a program to train and develop UAE Nationals for the future.,
阿联酋,United Arab Emirates,Fujairah Oil Terminal FZC,Organization,2010.0,,Fujairah Oil Terminal FZC,Fujairah Oil Terminal FZC (FOT) is a world class 1.177 million cubic meters onshore oil storage facility based in the rapidly developing port of Fujairah  which is located in the United Arab Emirates outside the Straits of Hormuz on the Indian Ocean. We are an independent third party storage terminal  owned by a group of shareholders including the government of Fujairah and store Crude oil  Fuel oil  Gasoil and Gasoline. The storage facility meets international standards  and attracts independent major & national oil companies to lease and utilize the facilities on a long-term sustainable basis.,
阿联酋,United Arab Emirates,Future Industries Oil Field Equipment,Organization,2019.0,1-10,Future Industries Oil Field Equipment,Future Industries is a supplier of high quality products for the upstream  midstream and downstream Oil & Gas facilities. Our product lines range from Well Drilling & Testing equipment  Early Production Facilities  Chemical Tanks  Valves & Actuators  Motors  Switchgears.   FI-UAE is a 100% UAE organization driven by a board of directors with a combined 60 years of global oil field services & technology experiences.  This team of advisors driving our organization have experiences in research and development  energy consulting  operational excellence as well as business development.  This profile not only enables Future Industries to develop solutions for our esteemed clients  however  also allows our partners in industry to access projects & insights allowing them to grow & strengthen their presence in the United Arab Emirates.,
阿联酋,United Arab Emirates,GAC Bunker Fuels,Organization,1989.0,11-50,GAC Bunker Fuels,GAC Bunker Fuels is the first bunker company to align with the United Nations Sustainable Development Goals (UN SDGs). Having set a net carbon zero target for 2030  our aim is to transit progressively to alternative fuels such as LNG  methanol  ammonia and biofuel to help our customers reduce their Scope 1 per mt CO2e emissions.  In our bid to accelerate decarbonisation  we are pushing the switch to alternative fuels within the region including partnering with alternative fuel suppliers. We invite customers to be part of our sustainability journey by helping them make the transition to fuels with a much smaller environmental impact.  GAC Bunker Fuels has taken the long view and embraced LNG bunkering early on. LNG suppliers new to the marine space recognise our links to shipowners worldwide  and customers have noted that we are ahead of the competition in terms of our understanding of this new sector.  If you want to learn more about alternative fuel options  GAC Bunker Fuels has the answers.,
阿联酋,United Arab Emirates,GBA Products Company Ltd.,Organization,1977.0,,GBA Products Company Ltd.,Established in 1977  GBA Products Limited is based out of the United Arab Emirates and registers in the Isle of Man  U.K. The Company was founded and is headed by its Managing Director Mr. Ram Kini.  Operations initially consisted of providing a reliable supply chain of construction materials in the U.A.E. and its neighbouring states. GBA (Gulf Bitumen & Asphalt) found early success with supplying bitumen and cement to major civil infrastructure projects  and started marketing bitumen from major refineries into Gulf & African countries.  GBA Products is an accepted vendor by the United Nations Organizations and African Development Bank. The company has now been providing supplies of cement and bitumen to UN funded projects in Africa for decades.   Seeking to grow the business organically GBA starting trading in commodities and providing technical equipment to related industries  such as Oil & Gas  Pipe coating  Marine  Chemicals etc. As a result operations have rapidly diversified to a wide range of industries. This has lead to association and support from over 50 internationally reputed manufacturers and industrial houses that GBA works both in the Gulf and around the world.  Today the company’s turnover  is close to $60 million (US Dollars) annually with an average growth rate of 10% year on year.  This success has been due to a growing base of satisfied  customers  and GBA has always maintained that its relationships with its customers and the good will built through support provided is the best possible competitive advantage.,
阿联酋,United Arab Emirates,GEM- Gulf Energy Management,Organization,2005.0,,GEM- Gulf Energy Management,GEM is a fast growing professionally managed firm based out of UAE  with clientele spread across all of UAE. Our expertise are in LV Switch gear and customized engineering solutions. We are the preferred partners for large domestic and commercial MEP projects.,
阿联酋,United Arab Emirates,GEOLOG International,Organization,1982.0,1001-5000,GEOLOG International,GEOLOG  a world leader in surface solutions to the O&G industry  delivering cost-effective yet utility-comparable alternatives to complex and expensive downhole measurements via the use of disruptive proprietary technologies. Through the optimisation of formation  fluid and reservoir analysis  well construction is improved  well delivery optimised and production delivery accelerated. By utilising these in or near realtime rigsite applications  operators are able to mitigate risk and reduce cost. Our strong commitment to continuous research and development has enabled GEOLOG to develop a comprehensive suite of complementary wellsite Drilling and Formation Evaluation solutions. More recently  through its Milan-based Analysis and R&D company GEOTech  GEOLOG has developed laboratory services for bespoke reservoir characterisation targeting oil and gas production optimisation challenges.  As a trusted independent partner since 1982  with a track record in over 70 countries  GEOLOG works with National  International and Independent Oil  Gas and Geothermal operators delivering expertise in Deep to Ultra-Deep water  HP/HT and Extended Reach  Unconventional and Geothermal operations.,
阿联酋,United Arab Emirates,GEOSPLIT,Organization,2013.0,,GEOSPLIT,GEOSPLIT is an innovative oilfield service company  developer of marker well test technologies for the oil and gas industry. Own R&D  production facilities and chemical laboratories allow the company to minimize the way from the creation of a scientific idea to the successful launch of a product on the market. The innovative GEOSPLIT® technology used to diagnose and monitor horizontal well inflows is based on the use of quantum dots marker-reporters® and machine learning algorithms for the automated interpretation of the results of analysis of wellbore fluid samples.,
阿联酋,United Arab Emirates,GET Global Group,Organization,,501-1000,GET Global Group,GET is a partner to companies operating in the energy sector - providing innovative technology led solutions which lower the cost of operations  provide flexibility  optimize resources  share risk and develop local capacity.  Our main focus in the past decade has been to provide services to the Upstream O&G industry including Operators and Oilfield service companies across Middle East  Asia and North Africa.  GET is now expanding its footprint into the US and Latin America and has also initiated services to the Renewables energy sector.     GET’s turnkey solutions leverage technology  scale and local presence in key markets to deliver critical non-core functions so that our clients can focus on their core business.  Our services span-  Expertise based solutions Procurement & Supply chain solutions Equipment Maintenance solutions Each solution is a fully integrated turnkey service that eliminates multiple vendor and internal interfaces and thereby reduces errors and operational risk.,
阿联酋,United Arab Emirates,GET Global Group,Organization,,501-1000,GET Global Group,GET is a partner to companies operating in the energy sector - providing innovative technology led solutions which lower the cost of operations  provide flexibility  optimize resources  share risk and develop local capacity.  Our main focus in the past decade has been to provide services to the Upstream O&G industry including Operators and Oilfield service companies across Middle East  Asia and North Africa.  GET is now expanding its footprint into the US and Latin America and has also initiated services to the Renewables energy sector.     GET’s turnkey solutions leverage technology  scale and local presence in key markets to deliver critical non-core functions so that our clients can focus on their core business.  Our services span-  Expertise based solutions Procurement & Supply chain solutions Equipment Maintenance solutions Each solution is a fully integrated turnkey service that eliminates multiple vendor and internal interfaces and thereby reduces errors and operational risk.,
阿联酋,United Arab Emirates,GET Global Group,Organization,2008.0,,GET Global Group,GET provides turnkey outsourced solutions for the upstream Oil & Gas industry. GET’s services include Integrated Crew Services  Training & Consulting  and Integrated Project Delivery. By leveraging cutting edge technology  GET deploys the right expertise  at the right time  at the right cost delivering efficiency  cost effectiveness and operational flexibility to clients. With 3000+ on-call global team  GET’s range of bespoke technical services help oil companies its clients to drive a higher return on their assets. GET provisions Operational and Supervisory field support  Remote Engineering  Technical Consulting  Operations & Maintenance and Training services. GET has deployed more than a thousand technical specialists across 6 countries in the Middle-East and South Asia.,
阿联酋,United Arab Emirates,GET Global Group,Organization,2008.0,,GET Global Group,GET provides turnkey outsourced solutions for the upstream Oil & Gas industry. GET’s services include Integrated Crew Services  Training & Consulting  and Integrated Project Delivery. By leveraging cutting edge technology  GET deploys the right expertise  at the right time  at the right cost delivering efficiency  cost effectiveness and operational flexibility to clients. With 3000+ on-call global team  GET’s range of bespoke technical services help oil companies its clients to drive a higher return on their assets. GET provisions Operational and Supervisory field support  Remote Engineering  Technical Consulting  Operations & Maintenance and Training services. GET has deployed more than a thousand technical specialists across 6 countries in the Middle-East and South Asia.,
阿联酋,United Arab Emirates,GHRDC,Organization,1989.0,,GHRDC,GHRDC has a diverse set of business streams which are united in the common goal of providing innovative  effective and efficient solutions for our Oil & Gas clients.  Our management team has extensive experience working for and with IOC s and NOC s across the Middle East  Caspian  Asia and Africa. In addition to our own team of experts  GHRDC also represent and support international partners in providing their services to the UAE market. The company is based in Abu Dhabi  United Arab Emirates.,
阿联酋,United Arab Emirates,GIS-Global Industrial Services,Organization,2011.0,11-50,GIS-Global Industrial Services,Working on world class standards  GIS is a global EPC firm started in Sfax the Industrial City of Tunisia with the head office in Dubai  United Arab Emirates.  The company delivers engineering  procurement  fabrication  construction  maintenance   project management and operational support services worldwide to companies of energy sector for major international oil companies like Shell  Lukoil  BG  OMV  Petrofac  ORPIC  ENI etc. in Tunisia  Algeria  Libya  Iraq  Congo RDC  UAE and Oman.  The key areas of expertise are:  •    Project Management and construction control. •    Construction and maintenance of Power Plants. •    Maintenance and start up assistance for industrial facilities. •    Supplying the highly qualified personnel for technical supervision. •    Testing commissioning and decommissioning. •    Off shore Specialization. •    Lifting and transportation with complete engineering.,
阿联酋,United Arab Emirates,GNDT Heavy Equipment Trading LLC,Organization,2017.0,1-10,GNDT Heavy Equipment Trading LLC,Specialist Supplier of Non Destructive Testing Equipment  Accessories  Consumables. We offer ultrasonic calibrations services and mechanical repairs to RT equipment. Exclusive Distributor in the GCC for Sonatest PLC  SciAps Inc  Teledyne ICM  Gammatec NDT Supplies.,
阿联酋,United Arab Emirates,GOI International DMCC DUBAI UAE,Organization,2009.0,1-10,GOI International DMCC DUBAI UAE,Fire Detection & Suppression Oilfield Equipment Machinery Spares(Drilling Production Refinery Petrochemical) Power Quality harmonics Process Instrumentation & Valves:  Oilfield Marine & Industrial Lubricants:Industrial Drilling Automotive Interior Decoration & Graphic Design,
阿联酋,United Arab Emirates,GP Global MAG LLC,Organization,2013.0,,GP Global MAG LLC,MAG Lubricants is part of GP Global Group’s lubricants business. Established in 2013  formerly known as MAG Lube LLC in the United Arab Emirates  GP Global Group acquired the company in 2018 and renamed it as GP Global MAG LLC. It is one of the fastest growing companies in the country that witnessed continuous growth year on year  with 30 000 sqm state-of-the-art blending facility situated in National Industries Park  Jebel Ali. Its factory has the latest fully-automated blending system technologies designed in France and has a fully equipped  ultra-modern laboratory focusing on research and development.   MAG Lubricants offers a full range of lubricants as its core business and provides customized solutions for various markets and customer needs. We supply affordable lubricants according to customer’s specific requirements with uncompromising superior quality and value. We are fully committed to product quality and customer service.  MAG Lube manufacture and export all range of lubricants across the world with a strong presence in the Middle East & Africa. Our automated production lines have the latest technology enables the unique development  manufacturing  distribution  sales and marketing of high-quality lubricants in more than 65 countries around the world. Our blending plant has been constructed according to the highest international standards of quality meeting ISO 9001-2008. The yearly capacity of our blending facility can reach up to 60 000 MT/P.A. The advanced technology and logistics system allows unlimited opportunities of growth and guarantee of high-quality products coupled with greater ability to make faster deliveries across the world. MAG Lube committed to ensuring business & environmental sustainability and utilized resources accordingly  obtained the “Green Building  requirements  follows “EHS rules and regulations  in a way that allows us to produce our lubricants flash and leak free and environmentally cautious.,
阿联酋,United Arab Emirates,GPS CHEMOIL LLC FZC,Organization,2007.0,,GPS CHEMOIL LLC FZC,GPS CHEMOIL is a leading oil storage company that owns and operates two world-class Oil Storage Terminals in Fujairah with total storage capacity of over 4.4 Million Barrels - for the whole range of petroleum products.  GPS CHEMOIL terminals provide the most efficient and reliable oil storage and handling services in Fujairah  from the two top-notch infrastructural facilities – both having optimum connections to all berths at Port of Fujairah’s Oil Tanker Terminal  through direct lines as well as the Port’s Common Matrix Manifold.  For IMO’s 2020 Global Sulphur Limit requirements - GPS CHEMOIL is spearheading the oil storage terminals in Fujairah  by offering unique solutions for storage  blending and segregation of various blend products  which shall provide a competitive edge to its Clients.  GPS CHEMOIL has been a prominent player in Fujairah’s growth story of becoming one of the major oil trading and bunkering hubs of the world and shall continue to play that role in future.  GPS CHEMOIL terminals provide the most efficient and reliable oil storage and handling services in Fujairah  from the two top-notch infrastructural facilities – both having optimum connections to all berths at Port of Fujairah’s Oil Tanker Terminal  through direct lines as well as the Port’s Common Matrix Manifold.  For IMO’s 2020 Global Sulphur Limit requirements - GPS CHEMOIL is spearheading the oil storage terminals in Fujairah  by offering unique solutions for storage  blending and segregation of various blend products  which shall provide a competitive edge to its Clients.  GPS CHEMOIL has been a prominent player in Fujairah’s growth story of becoming one of the major oil trading and bunkering hubs of the world and shall continue to play that role in future.,
阿联酋,United Arab Emirates,GTSC UAE - Gulf technical & safety training center,Organization,1993.0,,GTSC UAE - Gulf technical & safety training center,  Founded in 1993  GTSC is headquartered in Mussafah  Abu Dhabi  United Arab Emirates.  GTSC is the leading and largest Safety and Technical Training Institute in the MENA region  recognized as a world class training provider with a broad spectrum of Technical (including Drilling  Wireline  Coiled Tubing  Well Testing  Mechanic  Electrician  Instrumentation  etc.)  HSE  Fire Fighting  Offshore Survival  Road Safety and various range of short term & long term Training Courses.  The Centre has been created for the sole purpose of developing skills  knowledge and competency among the workforce especially in the Oil & Gas Industry. It has purpose built branches in Egypt  Iraq  Saudi Arabia and Oman. In addition we have Representative Offices in different parts of the world.  GTSC launched the Middle East’s first fully operational Training Well in the year 2009. The USD 2.5M Training Well equipment set-up provides the hands-on experience and competency based training in drilling  completion  well intervention and work over operations  enabling oil and Gas organizations to train and develop their employees effectively to the highest standards and up-to-date business drive.  We have been developing and implementing competency based training system since 1999 which is the most critical feature that distinguishes the vocational education  training & development program and on-the-job trainings.  GTSC aims to make a world class health  safety  environment and quality a way of life and reiterate out stand to our clients and staff that safety is a necessity and not a demand.  Internationally accredited and approved by IADC  IWCF  OPITO  IOSH  NEBOSH  LEEA  ASHI  IMI  EFR  SQA  ANSI  HABC  OSHAcademy and from governmental authorities (for STCW-95  GMDSS and Skipper Certification)  etc.  and authorized to provide certifications upon successful completion of courses and assessments in the specialized standards which add value to the training.  ,
阿联酋,United Arab Emirates,GULF OASIS MANPOWER SUPPLY,Organization,2006.0,,GULF OASIS MANPOWER SUPPLY,Gulf Oasis Manpower Supply is one of the leading Manpower Supply companies based in Abu Dhabi  United Arab Emirates with the approval from the Ministry of Labour. Our company is accredited to ISO 9001  ISO 14001 and OHSAS 18001 levels.  We provide specialist  technical and non-technical manpower support services to various companies. We are pre-qualified with almost all the Adnoc Group companies. We have been awarded ADNOC MANPOWER SUPPLY CONTRACT by Adnoc for the supply of all categories of manpower to their group companies.  Our clients include many major EPC Contractors working with the Oil  Gas and Petrochemical Sectors. Our personnel also working directly with some of Adnoc Group companies under Adnoc Manpower Supply Contract Agreement.  We have highly professional team to meet requirements of our clients. Our Directors are experienced more than two decades in providing manpower support services to the oil and gas sector.  We have more than 450 personnel of various categories under our sponsorship.,
阿联酋,United Arab Emirates,GULF OIL & GAS EXPLORATION COMPANY,Organization,,,GULF OIL & GAS EXPLORATION COMPANY,A qualitative and reliable Oil and Gas Exploration company supported by modern technologies is driven by innovation and flexibility.  We create chemistry for a sustainable future. We combine economic success with environmental protection and social responsibility. We are one of the leading energy company in UAE. We are the principal strategic supplier of oil and other energy products to the many world oil market. We have now been successfully implementing our strategies and pursuing our mission and vision for 2030. With the comprehensive offer of modern environmental and energy solutions  we are striving towards a reliable  economical and environmentally-friendly consumer energy supply. Gulfogec successful business performance is based on commitment  satisfaction and knowledge of its employees  therefore  we are highly commited to acquiring  motivating and retaining capable and dedicated people. ,www.gulfogec.com
阿联酋,United Arab Emirates,Galaxy Energy General Contracting LLC,Organization,,,Galaxy Energy General Contracting LLC,Galaxy Energy is an ISO 9001:2015 certified Company based in Abu Dhabi  UAE.  Our services include Civil  Mechanical  Electrical & Instrumentation works catering to client within the Middle East Oil and Gas Industry.  We are OHSAS 18001:2007 and 14001:2015 certified company.,www.galaxyenergyuae.com
阿联酋,United Arab Emirates,Galfar Engineering & Contracting Co. W.L.L Emirates,Organization,1994.0,1001-5000,Galfar Engineering & Contracting Co. W.L.L Emirates,Galfar Engineering & Contracting W.L.L Emirates is a multi-discipline Engineering and Construction Company  executing major EPC projects in Oil & Gas and other sectors including Civil  Mechanical  Electrical and Instrumentation works. Galfar have expanded operations in UAE since 1994 as Galfar Emirates and completed successfully several major Oil & Gas projects for ADCO  GASCO  TAKREER  ZADCO  TRANSCO and Margham Dubai Establishment etc.,www.galfaremirates.com
阿联酋,United Arab Emirates,Galperti Middle East FZE,Organization,2003.0,11-50,Galperti Middle East FZE,GALPERTI MIDDLE EAST FZE. Established in 2003 to fulfil the needs in the UAE and Arab States.  Its large stock of Carbon Steel flanges  High Yielding and Stainless  from ½  to 42   for Classes 150 Lbs to 2500 Lbs  can guarantee the most stringent specifications. The Jebel Ali plant can guarantee urgent requests.  In modern machining departments it is possible to execute mechanical workings and perforations of forged products supplied by the parent company in Italy  up to an external diameter of 2500 mm  and a weight up to 10 tons.,www.galperti.com
阿联酋,United Arab Emirates,Gas Equipment Company L.L.C.,Organization,1988.0,,Gas Equipment Company L.L.C.,Launched in 1988  as the trading division of SERGAS Group  GECO UAE (Gas Equipment Company L.L.C.) has been the leader equipment supplier in the G.C.C. exclusively providing the most developed and advanced technology for the oil  gas and water industry.,www.gecollc.com
阿联酋,United Arab Emirates,GateX IOT,Organization,2021.0,11-50,GateX IOT,Connect your existing Flow Meters to GateX Cloud & monitor your site on the go. Our RFID-based Fueling System can be implemented on your fuel bowsers and delivery trucks. The RFID Nozzle authenticates the RFID ring which is installed next to the fuel tank s inlet and monitors it continuously to help prevent any fuel fraud during refueling. The system logs the transactions internally and transmits a replica of them to the cloud servers where you can monitor your fuel deliveries any time  from anywhere and reconcile your deliveries in a few minutes having access to the real-time inventory  opening and closing balances of each tank or mobile tankers.,www.gatex.us.com
阿联酋,United Arab Emirates,GazMin International,Organization,,1-10,GazMin International,GazMin International is an oil & energy company based out of Dubai  United Arab Emirates.,www.gazminintl.com
阿联酋,United Arab Emirates,"Gemini Energy Trades LLC, UAE",Organization,2011.0,11-50,Gemini Energy Trades LLC  UAE,Company and Corporate Over View Gemini Energy  Gemini Energy is a premier Trading company having operations in UAE  Oman and India and works through associates in Africa Region. Gemini is representing many principles in of international repute in UAE  Oman and India. Gemini Energy has been awarded ISO 9001 and has a interest in Oil and GAS sector. Company is currently working in UAE  OMAN Qatar and Africa Region. OUR VISION To build and sustain mutually beneficial relationship with customers  by providing timely and quality services. Strong logistic support for shipping of the materials. OUR VISION To build and sustain mutually beneficial relationship with customers  by providing timely and quality services. OUR MISSION  Gemini Energy provides professional services in trading of various products  such as piping material  electrical material  instrumentation  etc. Gemini Energy offers timely and quality services to customers.  Gemini Energy strives to bridge the gap between the Manufacturer/ suppliers and end users. OUR GOAL To be a world class organization by adopting best international trade practices in trading of product and services.  Provide safe and clean working environment. Provide value added services to our customers.  Customer satisfaction is prime focus,www.geminitrades.com
阿联酋,United Arab Emirates,General Petroleum,Organization,2001.0,,General Petroleum,Headquartered in Frankfurt  Germany and connections with more than 35 countries around the globe  GENERAL PETROLEUM is into manufacturing and marketing of lubricant products.  GENERAL PETROLEUM s range of automotive  industrial and marine lubricants are manufactured as per international standards. Our branch offices are in Sharjah  UAE and Dar-e-Salaam  Tanzania.,www.generalpetroleum.de
阿联酋,United Arab Emirates,GeoChem Middle East,Organization,1999.0,,GeoChem Middle East,Established in 1999 in Dubai  Geo-Chem Middle East is today recognised as one of the premier inspection and testing companies in the region.  Headquartered in the National Industries Park  near Jebel Ali Free Zone  Geo-Chem Middle East draws on its fast-growing international footprint with independent offices and affiliate entities in 17 key markets in the Middle East  North Africa  the Subcontinent  South Asia  Europa and the US.  With a state-of-the-art laboratory and full-fledged office operations in Dubai  Geo-Chem’s presence in the UAE is further underpinned by a dedicated lab and office in Fujairah  the world’s second-largest bunking location.  In addition to its core strengths of undertaking accurate and punctual inspection and testing services for a wide array of petroleum products  chemicals  water  waste water  vegetable oil  and agricultural products  Geo-Chem Middle East also specialises in environmental testing  bunker fuel testing  finished product testing  microbiological testing.   Other specialised services offered by Geo-Chem Middle East that have established the company as a partner of choice for clients form diverse industries including calibration  crude assay and collateral management services. Committed to the highest standards of quality  Geo Chem s processes and services conform to the ISO 9001:2008 and ISO 17025: 2005 standards.  Led by a team of expert and experienced professionals  Geo-Chem Middle East stands out for its highly efficient and knowledgeable staff including qualified chemists and technicians.  Professionalism  integrity and strict confidentiality are the hallmarks of Geo-Chem Middle East  which enjoys the trust and confidence of industry majors including producers  refiners  traders  consumers  carriers and exporters from across the region.,www.geochemglobal.com
阿联酋,United Arab Emirates,Geotechnical Information Solutions (GTIS),Organization,,,Geotechnical Information Solutions (GTIS),Geotech Information Solutions (GTIS) provides an array of consulting services to the upstream E&P industry. We have a wide range of domain expertise ranging from exploration to production with a heavy focus on Geological and Geophysical interpretation. GTIS has over 20 years of experience and offers a diverse portfolio of solutions within the entire upstream E&P industry.  GTIS works with several IOC  NOC and Service company customers and our mission is to assist upstream companies in meeting their goals and targets by providing a clearer insight into the asset ranging from exploration  reservoir  development  production to economics.,www.geotechinfosolutions.com
阿联酋,United Arab Emirates,Gerab National Enterprises LLC,Organization,1977.0,,Gerab National Enterprises LLC,Founded in 1977  Gerab National Enterprises LLC has grown to become the Middle East’s leading bulk supplier of seamless pipes and allied components for the oil and gas  power generation  water desalination  mining  and construction industries.  Gerab’s warehousing hub is in the Jebel Ali Free Zone in the United Arab Emirates. Materials stocked with Gerab include pipes  fittings  flanges  stud bolts  valves  gaskets  and other bulk equipment. The stock range includes carbon steel  stainless steel  duplex  super duplex  and special alloys. Gerab’s objective is to achieve customer satisfaction through leadership that delivers exceptional services and exceeds customer expectations and ensures sourcing and delivery of the right quality product – on-time  every time. This is achieved through a strong and reliable supplier network  extensive range of stock availability at strategic locations  state-of-the-art infrastructure  an IT system that provides visibility to take timely decisions  and above all the dedication of well-trained staff who excel in delivering excellence.Gerab has grown to become a leading international trading firm. Its well-staffed regional and international offices are located in Saudi Arabia (Dammam)  Oman (Muscat)  Qatar (Doha)  the UAE (Abu Dhabi and Dubai)  Kuwait (Fahaheel)  India (Hyderabad)  Iraq (Basra)  USA (Houston)  South Korea (Seoul) and China (Suzhou).   In total Gerab employs over 385 staff across all locations.,www.gerabnationalenterprises.com
阿联酋,United Arab Emirates,German Mirror Lubricants & Greases Company,Organization,1996.0,,German Mirror Lubricants & Greases Company,German Mirror Lubricants was incorporated in the mid 90s in Nuremberg  Germany. The company moved its operations to the UAE in the year 2000 and since then kept growing its presence in 65 countries worldwide. We boast of our state-of-the-art blending facility with the highest international standards of quality  ISO  9001 & 14001 certified factories in Sharjah (UAE)  covering an area of 15000 sq.m. Our second factory is located in Pointe-Noire (Congo) and third factory in Galaan (Ethiopia). Our Testing and Research Laboratory is amongst the few ISO 17025 certified labs in the Gulf region. At German Mirror  we take quality very seriously. We are in constant  relentless pursuit of quality excellence in our products  our processes and our people. Our lubricating oils and greases are fully tried  tested and proven in laboratory and have undergone field trials under extreme conditions.,www.germanmirror.com
阿联酋,United Arab Emirates,Ghalib Enterprises LLC,Organization,2007.0,,Ghalib Enterprises LLC,We have a reputation of obtaining low prices by distributors especially for the material related to process control instrumentation and industrial automation applications as well as combustion control  HVAC controls  valves  special alloys and piping material. Our clients comprise of major national & multinational E&P  drilling companies  refineries  Petrochemical Plants  Pipeline Projects and EPC contractors. Our role is to find and supply all the manufactured goods associated with the exploration and production of oil and gas industry. We facilitate companies and corporations in purchasing the controls and instruments they need to keep their businesses and projects running efficiently & effectively. We ensure that our clients focus on their comparative advantage  save money & time by outsourcing needs to a highly efficient and skilled team.,
阿联酋,United Arab Emirates,Ghantoot Group- Oil & Gas Division,Organization,1985.0,10001+,Ghantoot Group- Oil & Gas Division,After successful journey of Ghantoot  Group and it’s all other divisions our visionary chairman and founder of Group of Mr. Ali Mohammed  Sadeq Al Blooshi and Vice Chairman Mr  Khalid Ali  Mohammad Sadiq AlBlooshi have decided to contribute  for the development of nation through active participation into the Oil & Gas  and  Energy sector  of country which is the most respected  growing and recognized operations   to the rest of world .  Being a subsidiary of Ghantoot Group we have access to wealth of leading expertise  a rich base of experience and unrivalled reputation as part of huge organization.  Considering the  operational success  strength  infrastructure resources and professionals and skills  developed  through various divisions of group over the period of last 30 years convinced  the vision of our Honorable Chairman and General Manager for  high quality delivery with certainty and sustainability  meeting to the ADNOC GROUP Companies  aggressive and challenging  QHSE  and time bound delivery of projects .   Ghantoot Oil & Gas Division Serves the Oil & Gas Sectors  Authorities Departments for Water & Electricity and Fuel and Gas Distribution Companies. It undertakes specialized design  Engineering  Procurement and Fabrication / Construction & Installation and commissioning of onshore / offshore pipelines  process Skids/Piping  Steel Structures and Heavy Equipment Installation that supports the Oil & Gas and other industrial projects worldwide. We have been taking a leading role in providing general contracting services with uncompromised commitment to quality  Health  Safety and Environment. We do this through the mutual trust  transparency  accountability and discipline.  =================================================== Contact Us:-  Email: ogd@ghantootgroup.ae,
